,id,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state
328614,7048248159,Norfolk / Hampton Roads,815,apartment,864,2,1.0,0,0,1,0,0,0,Unknown,Unknown,37.058,-76.4607,VA
109395,7045478572,Omaha / Council Bluffs,829,apartment,602,0,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,41.2355,-96.1688,IA
143474,7041199263,Worcester / Central Ma,1250,apartment,1150,3,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,42.245,-71.83800000000001,MA
94703,7043404095,"St Louis, Mo",595,apartment,550,1,1.0,0,0,1,0,0,0,Unknown,Unknown,38.6616,-90.2819,IL
214206,7049256491,Rochester,1600,townhouse,1500,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,43.1451,-77.6143,NY
258572,7044723446,Williamsport,750,apartment,547,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,41.2349,-77.0612,PA
294989,7043484517,Dallas / Fort Worth,1903,apartment,821,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,,,TX
357302,7026125949,Southeast Alaska,1200,apartment,600,1,1.0,0,0,1,0,0,0,laundry in bldg,street parking,58.4777,-134.291,AK
357613,7048354831,Flagstaff / Sedona,1415,apartment,919,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,35.2151,-111.575,AZ
2518,7046851674,Sacramento,1177,apartment,704,1,1.0,1,1,1,1,0,0,w/d in unit,carport,38.5786,-121.295,CA
301524,7037776426,Killeen / Temple / Ft Hood,695,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,31.1164,-97.7278,TX
373390,7047397497,Inland Empire,2805,apartment,1269,3,2.0,1,1,1,0,0,0,Unknown,Unknown,34.0776,-117.206,CA
282714,7049361827,Nashville,1483,townhouse,1500,3,2.5,1,1,1,0,0,0,laundry on site,Unknown,36.0799,-86.6612,TN
61494,7038212195,Tallahassee,1550,house,1450,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,30.1948,-84.3764,FL
164227,7026786205,Rochester,1140,apartment,852,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,44.0496,-92.4896,MN
16184,7047069041,Boulder,2625,apartment,1247,2,2.0,1,1,0,1,0,0,w/d in unit,attached garage,40.0208,-105.256,CO
359141,7049957882,Phoenix,1070,apartment,814,1,1.0,0,0,1,0,0,0,Unknown,Unknown,33.3644,-111.97,AZ
366678,7039529714,Little Rock,1200,apartment,960,3,2.5,0,0,1,0,0,0,w/d in unit,off-street parking,34.7519,-92.3925,AR
79986,7041588368,Spokane / Coeur D'Alene,1100,apartment,1105,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,47.7205,-116.935,ID
76340,7037377273,Macon / Warner Robins,625,apartment,975,2,1.0,1,1,1,0,0,0,w/d hookups,Unknown,33.1089,-83.2335,GA
247041,7044330938,Portland,1275,condo,813,2,1.5,0,0,0,0,0,0,w/d in unit,carport,45.5245,-122.51299999999999,OR
159352,7026841768,Fargo / Moorhead,665,apartment,925,2,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,46.8939,-96.7877,MN
351034,7035742029,Huntsville / Decatur,610,apartment,990,2,1.0,1,1,0,0,0,0,Unknown,Unknown,34.7378,-86.6358,AL
333696,7042106901,Kennewick-Pasco-Richland,1199,apartment,1011,2,2.0,1,1,1,0,0,0,w/d in unit,carport,46.2669,-119.303,WA
80681,7044862891,Hawaii,775,house,100,1,0.0,0,0,0,0,0,0,laundry on site,street parking,21.3575,-157.856,HI
285568,7049289462,Amarillo,847,apartment,865,2,2.0,1,1,1,0,0,0,w/d hookups,carport,35.2703,-101.943,TX
143146,7030202385,Worcester / Central Ma,2200,townhouse,1800,5,2.0,1,1,1,1,0,0,w/d hookups,off-street parking,42.2624,-71.8003,MA
260245,7044509124,Rhode Island,1130,apartment,640,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,41.7494,-71.4084,RI
154301,7050289356,Lansing,1250,house,2600,5,1.0,1,1,0,0,0,0,w/d hookups,Unknown,43.0232,-84.0319,MI
106814,7049666639,Iowa City,1060,apartment,920,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.6881,-91.598,IA
297503,7032651141,Deep East Texas,699,apartment,960,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,31.7195,-94.6168,TX
228201,7046719271,Cleveland,1243,apartment,1000,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage,41.4816,-81.7018,OH
298558,7035857484,El Paso,615,apartment,522,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,31.8552,-106.435,TX
189159,7050765494,Wilmington,805,house,1901,3,2.0,0,1,1,0,0,0,Unknown,attached garage,,,NC
99222,7035907645,Fort Wayne,763,apartment,537,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,41.0508,-85.256,IN
38394,7046087319,Ft Myers / Sw Florida,1500,condo,1300,2,2.0,0,0,0,0,0,0,w/d in unit,carport,26.6204,-81.8725,FL
332537,7013880313,Bellingham,1345,flat,975,2,1.0,1,0,0,0,0,0,laundry on site,off-street parking,48.7619,-122.49600000000001,WA
335598,7051244090,Seattle-Tacoma,1925,apartment,980,2,2.0,1,0,1,1,0,0,w/d in unit,attached garage,47.717,-122.301,WA
200828,7050831223,Jersey Shore,1425,apartment,794,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,40.2096,-74.0714,NJ
230749,7036754759,Columbus,1169,apartment,900,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,40.023,-83.1144,OH
627,7044841360,Reno / Tahoe,2145,apartment,1380,3,2.0,1,1,0,0,0,0,w/d in unit,Unknown,39.5393,-119.75,CA
341096,7050755795,Kenosha-Racine,815,apartment,725,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,42.376999999999995,-87.8693,WI
319903,7046913895,Salt Lake City,1040,apartment,734,1,1.0,0,0,1,0,0,0,Unknown,Unknown,40.5541,-111.954,UT
301065,7045926022,Houston,1115,apartment,1100,3,2.0,0,0,1,0,0,0,Unknown,Unknown,29.7896,-94.9798,TX
260722,7043535927,Rhode Island,1579,apartment,616,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,41.4437,-71.5342,RI
213852,7040881957,Rochester,1400,apartment,857,2,2.0,1,1,0,1,0,0,w/d in unit,detached garage,43.06399999999999,-77.6938,NY
292878,7032059356,College Station,389,apartment,1107,4,2.0,1,1,0,0,0,1,w/d in unit,carport,30.5922,-96.3276,TX
192082,7026455570,Winston-Salem,1215,apartment,1456,3,2.0,1,1,1,1,0,0,w/d hookups,off-street parking,36.1428,-80.3069,NC
110934,7035830676,"Kansas City, Mo",794,apartment,626,1,1.0,0,0,1,0,0,0,Unknown,Unknown,38.9649,-94.7209,KS
252081,7031109787,Lancaster,600,house,990,3,1.0,1,1,1,1,0,0,w/d hookups,attached garage,40.3812,-76.4368,PA
231263,7049695015,Dayton / Springfield,810,townhouse,1000,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,39.7957,-84.0325,OH
331324,7027082883,Roanoke,899,apartment,1150,2,1.5,0,0,1,0,0,0,Unknown,Unknown,37.2867,-79.9957,VA
181832,7037359298,Fayetteville,770,apartment,978,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,35.1277,-78.8726,NC
359016,7049988980,Phoenix,1425,apartment,1213,2,2.0,1,0,0,0,0,0,Unknown,carport,33.5021,-111.90899999999999,AZ
4459,7049888154,San Diego,1498,apartment,614,1,1.0,0,0,1,0,0,0,w/d hookups,detached garage,33.1543,-117.15899999999999,CA
335730,7051228917,Seattle-Tacoma,1618,apartment,552,1,1.0,0,0,1,0,0,1,w/d in unit,carport,47.7178,-122.186,WA
304820,7050736458,Odessa / Midland,1150,townhouse,788,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,32.018,-102.14200000000001,TX
260138,7047440485,Rhode Island,1495,apartment,990,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,41.7363,-71.2863,RI
41332,7031439335,Gainesville,493,apartment,1388,4,4.0,0,0,0,1,0,1,w/d in unit,street parking,29.6808,-82.4303,FL
276670,7027378159,Jackson,989,apartment,1200,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,35.6957,-88.8594,TN
147631,7050794325,Detroit Metro,1137,apartment,900,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,42.7031,-83.307,MI
211058,7049100651,Hudson Valley,1063,apartment,584,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,41.6241,-73.913,NY
32193,7048331547,"Washington, Dc",1930,apartment,1129,2,2.0,1,1,0,1,0,1,w/d in unit,attached garage,39.1077,-76.872,DC
139739,7048305914,Boston,1950,apartment,1200,3,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,42.6282,-71.3018,MA
364913,7031064326,Fayetteville,1615,apartment,1493,3,2.0,0,0,1,0,0,0,w/d in unit,attached garage,36.0877,-94.3093,AR
133815,7042548601,Baltimore,2050,apartment,1834,2,2.0,0,0,1,0,0,0,Unknown,Unknown,39.3764,-76.729,MD
245063,7051213619,Portland,1650,apartment,974,0,1.0,1,1,0,0,0,0,w/d in unit,street parking,45.5078,-122.69,OR
308690,7045990865,San Antonio,810,apartment,660,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,29.5216,-98.6051,TX
376838,7049941528,Los Angeles,1695,apartment,650,1,1.0,0,0,1,0,0,0,laundry in bldg,carport,,,CA
216289,7039563468,Syracuse,1290,cottage/cabin,350,1,1.0,1,1,0,0,0,0,Unknown,off-street parking,43.4003,-76.642,NY
364029,7040087081,Yuma,510,apartment,500,1,1.0,0,0,1,0,0,0,no laundry on site,carport,32.715,-114.633,AZ
75890,7027594696,Macon / Warner Robins,500,apartment,500,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,33.0686,-83.2636,GA
169850,7033006536,Jackson,750,apartment,800,2,1.0,0,0,1,0,0,0,laundry on site,Unknown,32.3865,-90.1415,MS
213688,7045222964,Potsdam-Canton-Massena,299,townhouse,912,2,1.0,0,0,1,0,0,0,laundry on site,Unknown,44.8353,-74.2985,NY
272584,7008933559,Sioux Falls / Se Sd,590,house,670,3,2.0,1,1,1,0,0,0,Unknown,Unknown,43.5464,-96.6906,SD
85609,7033431329,Spokane / Coeur D'Alene,900,apartment,1000,2,1.0,1,1,0,0,0,0,w/d in unit,carport,47.6464,-117.413,ID
105972,7043422156,Des Moines,1080,apartment,1262,3,2.0,0,0,1,0,0,0,Unknown,Unknown,41.5695,-93.7994,IA
318035,7051123027,Salt Lake City,1105,apartment,925,2,2.0,1,1,0,0,0,0,w/d in unit,carport,40.6667,-111.93299999999999,UT
21121,7049962732,Denver,1740,apartment,1029,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,39.8797,-105.07799999999999,CO
87658,7048325340,Champaign Urbana,1355,apartment,976,2,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,40.0859,-88.3078,IL
25353,7043254604,Fort Collins / North Co,1800,cottage/cabin,1500,2,1.0,1,1,0,0,0,0,w/d in unit,Unknown,,,CO
251038,7051112140,Lancaster,1150,apartment,1104,2,1.0,0,0,1,0,0,0,Unknown,Unknown,40.0351,-76.3434,PA
187897,7049679694,Raleigh / Durham / Ch,1315,apartment,1170,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,36.0383,-78.8764,NC
61111,7049071799,Tallahassee,875,apartment,1281,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,30.4402,-84.2411,FL
115305,7038345506,Topeka,650,apartment,822,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking,39.0043,-95.7451,KS
242510,7023309579,Corvallis/Albany,900,apartment,900,2,1.0,1,1,0,0,0,0,Unknown,off-street parking,44.3981,-122.729,OR
247342,7048692318,Portland,1371,apartment,1130,3,2.0,0,0,1,0,0,0,w/d in unit,Unknown,45.5204,-122.95299999999999,OR
91767,7022415893,Peoria,895,apartment,1035,2,2.0,0,0,1,0,0,0,w/d in unit,detached garage,40.7312,-89.6407,IL
174982,7050480375,Asheville,1100,house,900,2,1.0,0,0,0,0,0,0,Unknown,off-street parking,35.6094,-82.3445,NC
127287,7033547503,Lafayette,895,apartment,960,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,30.1591,-92.0007,LA
284452,7051036448,Abilene,758,apartment,763,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,32.419000000000004,-99.7854,TX
85531,7048867160,Spokane / Coeur D'Alene,1200,house,894,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,47.6987,-117.384,ID
325298,7023705671,Fredericksburg,1255,apartment,991,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,38.271,-77.6447,VA
181815,7037623047,Fayetteville,795,apartment,850,1,1.0,1,1,1,0,0,0,w/d hookups,Unknown,35.0617,-78.9568,NC
208383,7040265011,Albany,1265,townhouse,1200,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,42.6984,-73.6858,NY
19699,7045181062,Colorado Springs,1442,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,carport,38.9257,-104.774,CO
71083,7046889640,Atlanta,1072,apartment,550,1,1.0,0,0,1,0,0,0,Unknown,Unknown,33.7984,-84.3883,GA
11587,7036115274,Stockton,1450,apartment,836,2,1.0,1,1,0,0,0,0,w/d in unit,Unknown,38.0278,-121.363,CA
200661,7042219294,Central Nj,1981,apartment,839,1,1.0,0,0,0,1,0,0,w/d in unit,off-street parking,40.535,-74.4203,NJ
34512,7040010958,Delaware,1275,apartment,715,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.666,-75.7212,DE
45102,7034251227,Lakeland,879,apartment,871,2,1.0,1,1,1,0,0,0,w/d in unit,Unknown,28.1097,-81.9696,FL
149937,7031952769,Flint,1050,manufactured,1568,4,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,43.0653,-83.631,MI
194537,7042172690,Lincoln,1550,apartment,1349,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,40.738,-96.6651,NE
334888,7027184522,Kennewick-Pasco-Richland,905,apartment,780,2,1.0,1,1,1,0,0,0,laundry in bldg,carport,46.2196,-119.184,WA
222064,7039754627,North Dakota,1505,apartment,1422,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,48.2257,-103.649,ND
308487,7034584690,San Antonio,950,apartment,1400,2,2.0,1,1,1,0,0,0,w/d hookups,Unknown,29.5189,-98.6006,TX
62105,7036066565,Tallahassee,475,apartment,1134,3,2.0,1,1,1,0,0,1,laundry on site,off-street parking,30.4478,-84.3211,FL
37756,7047460516,Ft Myers / Sw Florida,946,apartment,762,1,1.0,0,0,1,0,0,0,Unknown,Unknown,26.5972,-81.8555,FL
283544,7033667961,Nashville,1100,apartment,870,2,1.5,1,1,1,0,0,0,Unknown,Unknown,36.0633,-86.6895,TN
226442,7051124212,Cleveland,922,apartment,855,2,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,41.5544,-81.4881,OH
381731,7042684652,Orange County,1610,apartment,905,2,2.0,1,1,1,0,0,0,Unknown,Unknown,33.9454,-117.262,CA
321770,7032815861,Charlottesville,1205,apartment,825,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,38.0717,-78.4979,VA
97354,7030255710,Bloomington,1200,house,2000,3,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,39.1274,-86.5261,IN
364519,7039503552,Fayetteville,820,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,Unknown,36.22,94.1248,AR
54284,7004844239,Pensacola,875,house,920,3,1.0,1,1,0,0,0,0,w/d hookups,Unknown,30.4415,-87.2701,FL
99215,7035849111,Fort Wayne,1524,apartment,1327,2,2.0,1,1,1,0,0,0,w/d hookups,attached garage,41.2842,-85.8547,IN
215622,7037253300,Rochester,761,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,43.211999999999996,-77.9582,NY
280953,7031517497,Memphis,695,apartment,865,2,1.0,1,1,1,1,0,0,Unknown,Unknown,35.0248,-90.0093,TN
143375,7042467103,Worcester / Central Ma,1570,apartment,615,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,42.28,-71.6882,MA
46881,7019276174,Lakeland,1022,apartment,1172,2,2.0,1,1,1,1,0,0,laundry on site,Unknown,27.9986,-81.9355,FL
361686,7049877410,Tucson,1035,apartment,986,2,2.0,1,1,0,0,0,0,w/d hookups,carport,32.3435,-111.021,AZ
154988,7044806869,Lansing,844,apartment,789,1,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,42.7053,-84.4187,MI
291682,7041936360,College Station,619,apartment,616,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,30.6057,-96.3108,TX
124617,7047351519,Baton Rouge,945,apartment,735,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,30.3729,-91.2601,LA
63643,7043523655,Tampa Bay Area,849,apartment,700,1,1.0,1,1,1,1,0,0,w/d hookups,Unknown,28.2193,-82.6652,FL
166016,7031291953,St Cloud,910,apartment,1000,2,1.5,1,1,1,0,0,0,Unknown,Unknown,45.5457,-94.2229,MN
40447,7043432033,Gainesville,959,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,Unknown,29.6347,-82.3582,FL
31902,7049660330,"Washington, Dc",1470,apartment,1103,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,39.188,-77.2358,DC
61477,7044628165,Tallahassee,982,apartment,733,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,30.4152,-84.23200000000001,FL
160356,7009341993,Hattiesburg,640,house,930,3,1.0,1,1,1,0,0,0,Unknown,Unknown,31.2327,-89.2672,MS
239984,7048664189,Tulsa,565,apartment,865,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,36.1448,-95.8866,OK
293233,7050353457,Corpus Christi,1767,apartment,1383,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,27.6909,-97.33,TX
34532,7040082256,Delaware,1615,apartment,978,1,1.0,0,0,1,0,0,0,Unknown,Unknown,39.7394,-75.5578,DE
221143,7027632486,Akron / Canton,974,apartment,1160,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.1379,-81.5409,OH
372024,7033465704,Hanford-Corcoran,945,apartment,1058,3,2.0,0,0,1,0,0,0,laundry on site,carport,36.0865,-119.561,CA
382384,7043565289,Orange County,2645,apartment,930,2,2.0,1,1,1,0,0,0,w/d in unit,carport,33.4922,-117.719,CA
100514,7047875507,Indianapolis,1400,house,1400,3,1.0,0,0,1,0,0,0,w/d hookups,detached garage,39.743,-86.1179,IN
74208,7044828967,Columbus,849,apartment,1216,2,2.0,1,1,1,1,0,1,w/d hookups,off-street parking,32.5161,-84.9785,GA
333973,7039822214,Kennewick-Pasco-Richland,995,apartment,710,2,1.0,1,1,0,0,0,0,w/d in unit,carport,46.2522,-119.288,WA
298285,7037672231,El Paso,950,house,910,3,1.0,1,1,1,0,0,0,w/d hookups,attached garage,31.7978,-106.275,TX
19854,7044661260,Colorado Springs,1195,house,750,1,1.0,0,1,0,0,0,0,w/d in unit,off-street parking,38.8204,-104.825,CO
96647,7046923089,"St Louis, Mo",1081,apartment,367,1,1.0,1,1,0,1,0,0,laundry on site,off-street parking,38.6402,-90.2651,IL
176026,7043321004,Asheville,1410,apartment,1311,3,2.0,0,0,1,0,0,0,Unknown,Unknown,35.5808,-82.6078,NC
177407,7050704217,Charlotte,944,apartment,1262,3,2.0,1,1,1,0,0,0,w/d hookups,Unknown,35.803000000000004,-80.8522,NC
78328,7043955761,Savannah / Hinesville,1340,apartment,1295,3,2.0,1,1,1,0,0,0,w/d in unit,Unknown,32.0885,-81.1628,GA
248895,7014251900,Salem,1100,apartment,829,2,1.0,0,0,0,0,0,0,w/d hookups,carport,44.9927,-123.01700000000001,OR
63947,7032868555,Tampa Bay Area,1195,house,1300,3,2.0,1,1,1,0,0,0,Unknown,Unknown,28.2326,-82.7327,FL
157612,7028322703,Saginaw-Midland-Baycity,600,house,858,2,1.0,1,1,1,1,0,1,w/d in unit,attached garage,43.6088,-83.95299999999999,MI
90978,7044928478,Chicago,860,apartment,800,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,42.3601,-87.8584,IL
370450,7036501752,Fresno / Madera,1074,apartment,1040,2,1.5,1,1,0,0,0,0,laundry on site,carport,36.7425,-119.704,CA
229235,7050773464,Columbus,1478,apartment,2145,3,2.5,1,1,1,0,0,0,Unknown,Unknown,40.0564,-83.0417,OH
210000,7036584457,Buffalo,868,apartment,825,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,43.0145,-78.8482,NY
348733,7042593668,Birmingham,920,apartment,1100,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,33.3755,-86.8045,AL
60916,7014782667,St Augustine,700,apartment,525,1,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,29.6635,-81.6884,FL
249671,7038492804,Erie,1800,house,1300,5,2.0,0,0,0,0,0,0,w/d hookups,off-street parking,41.8757,-80.1307,PA
185293,7043875024,Jacksonville,705,apartment,739,3,1.0,1,1,1,0,0,0,w/d hookups,Unknown,34.7583,-77.4126,NC
19469,7045801863,Colorado Springs,1350,apartment,701,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,38.9497,-104.76700000000001,CO
212555,7023040245,Long Island,2115,apartment,750,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,40.7591,-73.3257,NY
90768,7046261730,Chicago,1200,condo,800,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,42.0475,-87.9776,IL
231911,7044584254,Dayton / Springfield,639,apartment,986,2,1.0,1,1,1,0,0,0,Unknown,off-street parking,39.8053,-84.0198,OH
246791,7050947185,Portland,1295,apartment,950,2,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,45.4973,-122.853,OR
81977,7047642260,Hawaii,2500,apartment,617,2,1.0,1,1,1,0,0,1,laundry on site,Unknown,21.2693,-157.811,HI
318819,7049759724,Salt Lake City,1745,apartment,743,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage,40.7548,-111.881,UT
326974,7050775895,Norfolk / Hampton Roads,619,apartment,678,2,1.0,1,1,1,0,0,0,laundry on site,street parking,37.0156,-76.4332,VA
323195,7047046420,Fredericksburg,1150,apartment,871,1,1.0,1,1,1,0,0,0,w/d in unit,Unknown,38.2688,-77.5476,VA
18526,7047570323,Colorado Springs,1462,apartment,1220,3,2.0,1,1,1,0,0,0,Unknown,Unknown,38.9189,-104.704,CO
296645,7051022994,Dallas / Fort Worth,239,apartment,400,1,1.0,1,1,1,1,0,1,laundry on site,off-street parking,32.8653,-96.9905,TX
357750,7044601138,Flagstaff / Sedona,1680,apartment,1005,2,2.0,1,1,1,0,0,0,w/d in unit,carport,35.3876,-111.385,AZ
316493,7050815645,Provo / Orem,1510,townhouse,1182,2,2.5,1,1,0,0,0,0,w/d in unit,attached garage,40.3668,-111.785,UT
284655,7040316360,Amarillo,900,house,1270,3,2.0,0,1,0,0,0,0,w/d hookups,off-street parking,35.2409,-101.814,TX
74883,7031288202,Columbus,499,apartment,965,2,2.0,0,0,1,0,0,0,Unknown,Unknown,32.4779,-84.898,GA
274693,7024004199,Chattanooga,919,apartment,1054,2,1.5,1,1,1,0,0,0,Unknown,Unknown,35.080999999999996,-85.2979,TN
901,7046896390,Reno / Tahoe,1496,apartment,910,2,2.0,1,1,1,0,0,0,w/d in unit,carport,39.4814,-119.859,CA
95748,7046885818,"St Louis, Mo",2020,house,2032,4,3.5,1,1,1,1,0,0,w/d in unit,attached garage,38.8014,-90.5065,IL
232055,7043486422,Dayton / Springfield,639,apartment,986,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,39.8053,-84.0198,OH
28296,7026778907,Hartford,1589,apartment,950,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.5937,-72.6969,CT
85836,7047572538,Spokane / Coeur D'Alene,950,apartment,719,1,1.0,1,1,0,0,0,0,w/d in unit,carport,47.7005,-117.28399999999999,ID
153918,7014783631,Kalamazoo,915,apartment,960,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,41.8161,-85.4189,MI
27575,7048935616,Hartford,1145,apartment,705,1,1.0,1,1,1,0,0,0,Unknown,Unknown,41.6407,-72.6835,CT
184557,7047457290,Greensboro,1308,apartment,1443,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,36.0361,-79.9596,NC
86828,7041580281,Spokane / Coeur D'Alene,490,apartment,680,1,1.0,0,0,0,0,0,0,laundry on site,carport,48.5372,-117.904,ID
149547,7047648355,Flint,975,house,1019,5,1.5,1,1,1,0,0,0,Unknown,Unknown,43.1879,-83.7288,MI
319169,7033044684,Salt Lake City,959,apartment,900,2,2.0,0,0,1,0,0,0,Unknown,Unknown,40.8772,-111.89200000000001,UT
333555,7043990846,Kennewick-Pasco-Richland,1102,apartment,966,2,2.0,1,1,0,0,0,0,w/d in unit,Unknown,46.2124,-119.225,WA
251,7039683385,Reno / Tahoe,950,apartment,500,0,1.0,1,0,0,0,0,0,laundry in bldg,off-street parking,39.498000000000005,-119.824,CA
63060,7049995896,Tampa Bay Area,1000,house,1718,3,2.5,1,1,1,0,0,0,w/d in unit,attached garage,28.0338,-82.3659,FL
195445,7014266990,Lincoln,954,apartment,665,1,1.0,0,0,1,0,0,0,Unknown,Unknown,40.8717,-96.71600000000001,NE
148044,7048330123,Detroit Metro,995,apartment,1000,3,1.5,1,1,1,0,0,0,Unknown,Unknown,42.2317,-83.2673,MI
379300,7032832726,Monterey Bay,1875,apartment,721,2,1.0,0,0,1,0,0,0,laundry on site,carport,36.5904,-121.883,CA
266166,7050999385,Greenville / Upstate,1610,apartment,1384,3,2.0,1,1,1,0,0,0,w/d in unit,Unknown,34.8285,-82.3516,SC
184862,7031316213,Hickory / Lenoir,750,apartment,1100,3,1.0,1,1,1,0,0,0,laundry on site,street parking,35.2731,-81.54899999999999,NC
198520,7050916418,Reno / Tahoe,1399,apartment,932,3,1.0,1,1,1,0,0,0,w/d in unit,Unknown,39.5395,-119.73200000000001,NV
61734,7023013861,Tallahassee,899,apartment,1112,3,2.0,0,1,1,0,0,0,w/d hookups,Unknown,30.4195,-84.2349,FL
42773,7041804203,Jacksonville,850,apartment,620,1,1.0,0,0,1,0,0,0,Unknown,Unknown,30.2872,-81.5015,FL
88696,7041877268,Champaign Urbana,530,apartment,1050,3,1.0,1,1,0,0,0,0,Unknown,Unknown,40.3107,-88.1462,IL
361282,7023114416,Sierra Vista,750,apartment,763,2,2.0,1,1,1,0,0,0,laundry on site,carport,31.5395,-110.29899999999999,AZ
177721,7041848035,Charlotte,1100,apartment,816,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,35.4405,-80.8838,NC
346002,7045391196,Milwaukee,1215,apartment,1040,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,42.981,-88.0527,WI
285978,7041560832,Amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,Unknown,35.1653,-101.884,TX
158086,7044724375,Southwest Michigan,899,manufactured,1256,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.7082,-86.06200000000001,MI
241602,7050980969,Corvallis/Albany,1175,apartment,800,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,44.5603,-123.27,OR
307090,7026777340,Odessa / Midland,990,apartment,583,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,31.9721,-102.137,TX
332499,7016399855,Bellingham,1650,house,1525,3,1.5,1,0,1,0,1,0,w/d hookups,carport,48.9942,-122.713,WA
384702,7049344280,Reno / Tahoe,1485,apartment,1117,3,2.0,1,1,1,0,0,0,laundry in bldg,attached garage,39.5211,-119.853,CA
